shipment_id,order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,shipping_cost,weight_kg,shipment_status,destination_city,delivery_attempts,delay_reason
S003840,O003840,DHL,TRK20996496,2024-08-12 07:59:00,2024-08-17,,500,0.5,In Transit, Iloilo ,3,Address issue
S003841,O003841,DHL, 250967799 ,2024-03-28 19:57:00,2024-03-31,2024-03-29,350,20,Delivered,PASIG ,1,Warehouse delay
S003842,O003842,Ninja Van,,2022-10-05 20:34:00,2022-10-16,2022-10-17,350,0.5, Lost,Davao City,2,Warehouse delay
S003843,O003843,DHL,,2024-02-28 18:03:00,2024-03-07,2024-03-14,120,1,Returned,Caloocan,2,Address issue
S003844,O003844,DHL,,2024-01-24 21:03:00,2024-02-05,2024-02-09,250,15,Out for Delivery,Pasig,2,Customer unavailable
S003845,O003845,2GO, 365508620 ,2025-06-22 23:02:00,2025-06-30,2025-06-30,180,5,Preparing,Antipolo,2,Address issue
S003846,O003846,2GO,TRK92675191,2025-07-31 15:21:00,2025-08-09,2025-08-13,150,3,Preparing,Taguig,1,Address issue
S003847,O003847,LBC,,2022-08-23 13:15:00,2022-08-24,2022-08-31,80,15,Out for Delivery, Pasig,1,Warehouse delay
S003848,O003848,DHL,TRK76560458,2024-05-19 00:25:00,2024-05-26,2024-05-25,350,5,Preparing,Antipolo,3,Weather
S003849,O003849,J&T Express,,2022-03-21 07:32:00,2022-04-01,2022-04-06,150,5,Delayed,Cebu City,1,Carrier backlog
S003850,O003850,J&T Express, 571031541 ,2022-05-14 17:15:00,2022-05-16,2022-05-17,180,,DELAYED,Makati,,Carrier backlog
S003851,O003851,2GO,,2024-10-09 04:50:00,2024-10-17,2024-10-22,180,1,Delivered, Makati ,1,Warehouse delay
S003852,O003852,2GO,,2025-12-17 16:49:00,2025-12-29,2026-01-05,100,20, OUT FOR DELIVERY ,Pasig,1,Weather
S003853,O003853,FedEx,TRK50669639,2022-04-05 12:21:00,2022-04-13,2022-04-16,150,20,Delayed,Pasig,3,
S003854,O003854,J&T Express,TRK27615474,2022-05-18 21:36:00,2022-05-22,2022-05-22,120,5,Delayed,Pasig,,Customer unavailable
S003855,O003855,,TRK11835878,2024-07-15 11:41:00,2024-07-22,,80,15,Lost,Pasig,2,
S003856,O003856,FedEx,TRK42663276,2024-07-06 06:04:00,2024-07-11,2024-07-12,150,,In Transit,Antipolo,3,Weather
S003857,O003857,LBC,TRK35567689,2024-11-02 11:06:00,2024-11-06,2024-11-04,150,0.5,Returned,Davao City,,Warehouse delay
S003858,O003858,J&T Express,,2025-07-30 11:47:00,2025-08-06,2025-08-10,250,20, IN TRANSIT ,Davao City,2,
S003859,O003859,,,2025-05-03 16:34:00,2025-05-08,2025-05-06,,3, LOST ,Davao City,2,Warehouse delay
S003860,O003860,DHL,,2025-12-01 05:45:00,2025-12-12,2025-12-13,100,1,Out for Delivery,Taguig,1,Carrier backlog
S003861,O003861, FedEx,,2025-02-06 22:52:00,2025-02-07,2025-02-06,100,5,Delayed,Taguig,3,Address issue
S003862,O003862,J&T Express,,2025-01-09 19:37:00,2025-01-20,2025-01-26,500,15,In Transit,Davao City,,Customer unavailable
S003863,O003863,, 106607914 ,2022-12-25 05:30:00,2023-01-01,2023-01-08,100,20,Out for Delivery,Taguig,1,Carrier backlog
S003864,O003864,J&T Express,,2025-09-14 01:28:00,2025-09-18,2025-09-18,350,1,Delivered,Quezon City,2,
S003865,O003865,DHL,TRK40344284,2025-09-17 15:42:00,2025-09-29,2025-09-28,120,10,,Manila,1,Carrier backlog
S003866,O003866,DHL,TRK47370879,2023-11-13 19:17:00,2023-11-17,2023-11-23,350,10,Out for Delivery,Davao City,1,Customer unavailable
S003867,O003867,LBC,TRK58580535,2023-02-25 03:52:00,2023-02-26,,150,20,Delayed,Makati,,Carrier backlog
S003868,O003868,Ninja Van,,2022-07-31 15:59:00,2022-08-07,2022-08-07,250,2, Out for Delivery,Caloocan,2,Carrier backlog
S003869,O003869,J&T Express,TRK36048224,2025-04-30 19:22:00,2025-05-02,2025-05-09,120,2,Returned,Cebu City,3,Warehouse delay
S003870,O003870,Ninja Van,,2024-05-07 17:53:00,2024-05-17,2024-05-16,500,15,Delayed,Caloocan,2,Address issue
S003871,O003871,2GO, 843014062 ,2022-03-27 20:19:00,2022-04-05,2022-04-04,80,1,Preparing,Davao City,2,Address issue
S003872,O003872,Ninja Van,,2025-06-16 19:31:00,2025-06-18,,100,,delayed,PASIG ,2,
S003873,O003873,2GO, 443523967 ,2024-05-07 19:11:00,2024-05-14,2024-05-12,100,, In Transit ,Antipolo,1,Weather
S003874,O003874, LBC ,,2024-09-13 13:06:00,2024-09-14,2024-09-18,500,10,Delivered,Davao City,2,Address issue
S003875,O003875,Ninja Van,TRK32375381,2023-03-18 10:11:00,2023-03-26,2023-03-28,80,2,Delayed, Antipolo ,2,
S003876,O003876,,TRK94811376,2025-03-04 18:59:00,2025-03-06,2025-03-06,100,,Lost,Taguig,,
S003877,O003877,JRS Express,TRK64421969,2025-11-06 14:10:00,2025-11-09,2025-11-12,180,2,In Transit,Cebu City,2,Carrier backlog
S003878,O003878,, 391703489 ,2022-07-21 15:20:00,2022-08-02,2022-08-02,150,20, DELAYED ,Iloilo,,Weather
S003879,O003879,DHL,TRK91422603,2023-07-19 00:40:00,,,150,1,Delayed,Iloilo,2,Customer unavailable
S003880,O003880,LBC, 978774647 ,2024-04-05 11:46:00,2024-04-07,2024-04-07,150,0.5,,Caloocan,1,Carrier backlog
S003881,O003881, 2GO ,,2024-05-05 00:37:00,2024-05-16,2024-05-15,120,5,Returned,Quezon City,3,Carrier backlog
S003882,O003882,LBC, 859105670 ,2023-07-31 01:40:00,2023-08-12,2023-08-15,100,10,In Transit,Cebu City,1,Weather
S003883,O003883,J&T Express, 594394465 ,2023-08-13 03:47:00,2023-08-19,,120,15, Returned , ILOILO ,1,Warehouse delay
S003884,O003884,NINJA VAN ,TRK18570682,2024-07-28 03:14:00,2024-08-07,2024-08-14,80,15,Returned,Antipolo,1,
S003885,O003885,2GO,,2025-08-27 18:42:00,2025-08-31,2025-08-29,120,20,Out for Delivery,Manila,,Address issue
S003886,O003886,Ninja Van, 149286547 ,2022-02-08 15:45:00,,,,15,Returned,Antipolo,1,
S003887,O003887,Ninja Van,TRK67473639,2022-05-27 00:22:00,2022-06-02,2022-06-01,150,2,In Transit,Iloilo,1,Carrier backlog
S003888,O003888,FedEx,TRK84689002,2025-11-19 20:46:00,2025-11-26,2025-12-01,350,,Out for Delivery,MAKATI,3,
S003889,O003889,J&T Express, 716195173 ,2022-01-06 18:02:00,2022-01-11,2022-01-10,120,,Lost,Iloilo,1,Carrier backlog
S003890,O003890,LBC,,2023-09-11 00:47:00,2023-09-22,,,3,Returned,Iloilo,,Carrier backlog
S003891,O003891, 2GO, 884607643 ,2025-03-27 12:16:00,2025-04-03,2025-04-04,350,15,Preparing,Pasig,1,Customer unavailable
S003892,O003892,2GO,,2022-05-09 03:17:00,2022-05-10,2022-05-15,250,10,Returned,Davao City,,Address issue
S003893,O003893,FedEx,,2023-09-20 11:19:00,2023-09-28,2023-09-29,,5,Delivered,Pasig,1,Warehouse delay
S003894,O003894,Ninja Van,,2025-05-16 22:15:00,2025-05-18,2025-05-24,180,1,Delivered,Davao City,1,Weather
S003895,O003895,2GO,TRK62523008,2022-02-18 19:52:00,2022-02-27,2022-02-26,500,3,Returned,Pasig,1,Weather
S003896,O003896,Ninja Van, 838398594 ,2023-03-25 00:28:00,2023-04-04,2023-04-04,120,5,Returned,Iloilo,1,Address issue
S003897,O003897,JRS Express, 984431511 ,2023-02-12 00:06:00,2023-02-15,2023-02-16,120,10,Delayed ,Pasig,1,
S003898,O003898,NINJA VAN , 424438291 ,2025-08-22 00:10:00,,,,0.5,In Transit,Pasig,1,Warehouse delay
S003899,O003899,FedEx, 759658357 ,2024-07-04 22:28:00,2024-07-10,2024-07-11,120,2,Lost,Davao City,1,Customer unavailable
S003900,O003900,DHL,,2025-05-25 19:42:00,2025-05-31,2025-06-03,500,1,Delivered,Davao City,3,Weather
S003901,O003901,J&T Express,TRK93730336,2022-02-09 20:33:00,2022-02-16,2022-02-18,180,3,Preparing,Antipolo,,
S003902,O003902,FedEx,TRK78004014,2023-09-26 05:39:00,2023-09-27,2023-09-28,,1,Delayed,Manila,2,Address issue
S003903,O003903,DHL,TRK47521464,2025-12-23 22:13:00,2025-12-31,2026-01-06,150,20,Out for Delivery,Cebu City,1,Address issue
S003904,O003904,jrs express ,TRK68139075,2022-04-27 23:37:00,2022-05-09,2022-05-13,350,10,Delayed,Pasig,,Address issue
S003905,O003905,Ninja Van,,2022-03-02 08:50:00,2022-03-10,2022-03-11,250,15,Lost,Manila,1,Carrier backlog
S003906,O003906,LBC,,2022-12-08 07:59:00,2022-12-16,2022-12-19,80,,Out for Delivery,Makati,3,Customer unavailable
S003907,O003907,DHL,,2025-05-02 10:20:00,2025-05-05,2025-05-08,500,2, PREPARING,,,
S003908,O003908,2GO, 147708997 ,2022-02-02 16:57:00,,,,1,Returned,Caloocan,1,Weather
S003909,O003909,FedEx,,2024-12-10 15:12:00,2024-12-11,2024-12-11,80,3,Preparing,Makati,3,Weather
S003910,O003910,FedEx,TRK94296612,2022-05-05 02:37:00,2022-05-06,2022-05-08,150,10,Out for Delivery,Taguig,,Warehouse delay
S003911,O003911, LBC ,TRK90593862,2025-01-13 21:34:00,2025-01-15,2025-01-13,150,15,Lost,Caloocan,2,
S003912,O003912,ninja van,,2023-03-25 12:44:00,2023-04-05,2023-04-08,350,,Delivered,Davao City,2,Weather
S003913,O003913, J&T Express, 365032752 ,2025-08-25 08:55:00,2025-08-27,2025-08-27,80,10, Delivered,Makati,1,
S003914,O003914,J&T Express,,2024-02-01 01:20:00,2024-02-02,2024-02-01,,20, Preparing,Cebu City,2,Weather
S003915,O003915,2GO, 962443850 ,2023-08-16 03:35:00,2023-08-18,2023-08-22,350,5,Delayed,Antipolo,,Carrier backlog
S003916,O003916,FedEx,,2024-07-12 06:26:00,2024-07-17,2024-07-21,500,0.5,Preparing,Iloilo,,Carrier backlog
S003917,O003917,FedEx, 411327338 ,2022-10-23 10:11:00,,,80,,Lost,Antipolo,1,Carrier backlog
S003918,O003918,J&T Express,TRK16541426,2025-01-10 12:27:00,2025-01-14,2025-01-20,180,0.5, Out for Delivery ,davao city ,,Weather
S003919,O003919,DHL, 450799382 ,2025-12-27 01:42:00,2025-12-28,2026-01-03,250,20,In Transit,Makati,1,Customer unavailable
S003920,O003920,LBC,TRK40835365,2025-08-21 14:50:00,2025-08-31,2025-09-06,350,10,Returned,PASIG,1,Weather
S003921,O003921,LBC,TRK15773480,2022-08-07 17:10:00,2022-08-15,2022-08-22,120,3, Out for Delivery,Davao City,1,Warehouse delay
S003922,O003922,FedEx,,2025-10-20 16:03:00,2025-10-22,2025-10-22,350,20,Delivered,,,Carrier backlog
S003923,O003923,DHL,,2025-02-02 14:50:00,2025-02-04,2025-02-02,150,10, LOST,TAGUIG,1,Carrier backlog
S003924,O003924,Ninja Van, 857608305 ,2022-10-01 20:25:00,2022-10-06,2022-10-11,80,,Lost,Cebu City,1,Weather
S003925,O003925,J&T Express, 805757904 ,2026-01-02 17:23:00,2026-01-13,2026-01-16,,0.5,Preparing,Cebu City ,2,Customer unavailable
S003926,O003926,Ninja Van, 927517947 ,2023-12-07 01:13:00,,,250,,Out for Delivery,Antipolo,1,Customer unavailable
S003927,O003927,JRS Express, 498752736 ,2023-01-13 21:41:00,2023-01-24,2023-01-24,,2,In Transit,Caloocan,1,Address issue
S003928,O003928,J&T Express,TRK20566462,2022-10-30 14:18:00,2022-11-09,2022-11-07,180,0.5,Lost,Antipolo,,
S003929,O003929,JRS Express,,2022-11-22 04:01:00,2022-11-23,,350,20,OUT FOR DELIVERY,Antipolo,,Carrier backlog
S003930,O003930,J&T Express,TRK91939852,2025-04-23 22:43:00,2025-04-29,2025-05-01,500,2,In Transit,Davao City,3,Warehouse delay
S003931,O003931,FedEx,TRK71185217,2023-03-26 23:37:00,2023-04-03,2023-04-03,80,20,Lost,Makati,,Carrier backlog
S003932,O003932,2GO,,2023-11-23 14:41:00,2023-11-24,2023-11-27,250,20,Delivered,Makati,,Address issue
S003933,O003933,LBC,TRK38927054,2025-02-22 13:24:00,2025-02-23,2025-03-01,100,,Delivered,Cebu City,3,Warehouse delay
S003934,O003934,DHL,TRK91468900,2024-03-24 15:54:00,2024-03-31,2024-04-05,180,0.5,Delivered, Davao City ,,Warehouse delay
S003935,O003935,DHL, 373163498 ,2025-07-26 05:42:00,2025-07-30,2025-07-29,80,0.5, Delivered,Quezon City,1,Carrier backlog
S003936,O003936,JRS Express,,2023-08-07 09:14:00,2023-08-09,2023-08-11,180,5,Delivered,Cebu City,,Address issue
S003937,O003937,LBC,TRK12243371,2022-04-04 11:32:00,,,80,5,Lost,Caloocan,1,Carrier backlog
S003938,O003938,J&T Express, 559487673 ,2025-03-04 01:15:00,2025-03-09,2025-03-11,150,15,Delayed,Quezon City,3,Warehouse delay
S003939,O003939,LBC,TRK98345901,2024-10-26 04:01:00,2024-11-07,2024-11-14,350,3,Returned,Manila,1,Carrier backlog
S003940,O003940, 2GO,TRK83425866,2025-03-05 22:48:00,2025-03-07,2025-03-10,150,15,Returned,Makati,,
S003941,O003941,J&T Express,,2024-09-24 22:06:00,2024-09-26,2024-09-30,100,5,Out for Delivery,,1,Warehouse delay
S003942,O003942,J&T Express,,2023-06-24 05:08:00,2023-06-26,2023-06-26,120,3,Delayed,Antipolo,2,Weather
S003943,O003943,jrs express,TRK82463173,2023-01-04 11:45:00,2023-01-05,2023-01-09,250,20,Lost,Davao City,3,Customer unavailable
S003944,O003944,FedEx,,2022-11-30 16:19:00,2022-12-06,2022-12-04,180,3,Lost,Manila,1,Customer unavailable
S003945,O003945, JRS EXPRESS, 671751263 ,2025-10-17 07:36:00,2025-10-20,,500,3,In Transit,Caloocan,1,
S003946,O003946,Ninja Van,TRK46353768,2025-05-03 03:18:00,2025-05-12,2025-05-19,350,2,In Transit,Iloilo,1,Carrier backlog
S003947,O003947,LBC,TRK81817919,2022-09-26 08:21:00,2022-10-01,2022-10-02,250,15,Preparing,Quezon City ,1,Warehouse delay
S003948,O003948,2GO, 958673786 ,2023-01-05 12:52:00,2023-01-13,2023-01-13,350,2,Delayed,Pasig,1,
S003949,O003949,Ninja Van,,2024-03-23 00:19:00,2024-03-24,2024-03-24,150,0.5,Delivered,Taguig,1,Address issue
S003950,O003950,J&T Express, 331719736 ,2023-04-08 20:55:00,2023-04-13,2023-04-20,350,0.5,Preparing,Antipolo,3,
S003951,O003951,DHL , 170365199 ,2024-05-29 06:07:00,2024-06-03,2024-06-06,80,2,preparing,Cebu City ,1,Address issue
S003952,O003952,JRS Express,,2024-03-31 22:24:00,2024-04-07,2024-04-07,100,5, returned ,Davao City,1,
S003953,O003953,2GO,,2024-09-13 14:32:00,2024-09-16,2024-09-15,250,3,Returned,Davao City,1,Carrier backlog
S003954,O003954,DHL, 295609552 ,2024-01-02 13:03:00,2024-01-04,2024-01-02,100,20,Delivered,Makati,,Weather
S003955,O003955,FedEx,,2022-05-23 03:41:00,2022-06-04,2022-06-07,80,3,In Transit,Manila,3,
S003956,O003956,Ninja Van,,2022-07-19 20:13:00,2022-07-26,2022-07-24,80,,,Makati,2,Customer unavailable
S003957,O003957,, 731285050 ,2024-06-18 03:17:00,2024-06-19,2024-06-21,180,0.5,Returned,Quezon City,,
S003958,O003958, dhl ,,2024-01-07 09:01:00,2024-01-09,2024-01-08,,0.5,Delivered,Antipolo,1,Weather
S003959,O003959,2GO,,2026-01-09 15:18:00,2026-01-16,2026-01-23,80,15,Out for Delivery,Cebu City,1,Carrier backlog
S003960,O003960, LBC , 779581914 ,2023-01-25 02:58:00,2023-01-26,2023-01-28,350,20,Delayed,Makati,1,
S003961,O003961,JRS Express,TRK17773588,2024-04-10 16:01:00,2024-04-15,2024-04-20,250,20,Out for Delivery,Antipolo,,Address issue
S003962,O003962,Ninja Van,,2025-07-03 23:06:00,,,120,,Preparing,Antipolo,3,
S003963,O003963,JRS Express, 832474838 ,2024-12-07 13:01:00,2024-12-14,2024-12-14,350,1,Returned,Pasig,1,
S003964,O003964, LBC,,2022-04-01 10:18:00,2022-04-04,2022-04-03,120,2,Preparing,Taguig,1,Warehouse delay
S003965,O003965,FedEx,TRK63718993,2022-04-07 19:36:00,2022-04-11,2022-04-16,100,3, preparing,Cebu City,1,Customer unavailable
S003966,O003966,2GO, 209362362 ,2022-11-15 10:14:00,2022-11-25,2022-11-25,80,0.5,In Transit,Antipolo,1,Weather
S003967,O003967,J&T Express,,2023-11-02 14:18:00,2023-11-09,2023-11-13,100,2,Delivered,Taguig,1,Carrier backlog
S003968,O003968,J&T Express,,2023-07-12 18:55:00,2023-07-22,,180,1,Delayed,Davao City,1,
S003969,O003969,JRS Express,,2024-12-26 21:13:00,2025-01-01,2024-12-31,350,,Preparing,Quezon City,1,Carrier backlog
S003970,O003970,2GO,TRK21888189,2024-09-08 10:27:00,2024-09-17,2024-09-21,180,,Preparing,Pasig,1,Customer unavailable
S003971,O003971,JRS Express,TRK89738241,2025-03-29 05:40:00,2025-04-02,,180,0.5, returned,Makati,1,Address issue
S003972,O003972,JRS Express,,2024-04-25 06:03:00,2024-05-07,2024-05-11,,15,In Transit,Makati,2,Customer unavailable
S003973,O003973,2GO, 408951278 ,2023-03-28 17:09:00,2023-04-03,2023-04-04,80,0.5,lost ,Manila,,Warehouse delay
S003974,O003974,LBC,,2025-11-06 20:16:00,2025-11-12,,100,0.5,In Transit,Makati,1,Warehouse delay
S003975,O003975,FedEx,,2023-12-10 13:12:00,2023-12-21,2023-12-28,500,10,Lost,Iloilo,2,Warehouse delay
S003976,O003976,2GO, 268368445 ,2025-12-28 18:51:00,2026-01-03,2026-01-04,80,1,Lost, QUEZON CITY ,1,Carrier backlog
S003977,O003977,JRS Express,TRK34279607,2022-02-24 20:27:00,2022-03-05,2022-03-03,180,,Preparing,Antipolo,1,
S003978,O003978,DHL, 250352305 ,2022-08-31 07:49:00,2022-09-09,2022-09-07,350,0.5,Delivered,Davao City,2,Address issue
S003979,O003979,2GO,,2024-03-02 15:41:00,2024-03-08,2024-03-06,180,3,Lost ,Makati,3,Carrier backlog
S003980,O003980,JRS Express, 214465940 ,2025-10-12 00:37:00,2025-10-16,2025-10-20,180,2,Lost,Caloocan,1,
S003981,O003981,LBC,TRK28536501,2024-04-17 23:27:00,2024-04-22,2024-04-20,120,15,Preparing,Caloocan,1,Carrier backlog
S003982,O003982,Ninja Van,,2023-09-06 02:04:00,2023-09-10,2023-09-15,500,15,In Transit,Taguig,,Weather
S003983,O003983,DHL,TRK67596638,2024-10-04 01:06:00,2024-10-07,2024-10-05,180,,Preparing,Davao City,,Weather
S003984,O003984,LBC, 563464522 ,2023-06-10 07:03:00,,,500,1, Delivered,Cebu City,1,
S003985,O003985,JRS Express,,2025-02-24 18:08:00,,,150,15,Delivered,Iloilo,,Customer unavailable
S003986,O003986,Ninja Van, 550926767 ,2023-02-22 05:02:00,2023-03-01,,,,OUT FOR DELIVERY,Taguig,3,Weather
S003987,O003987,LBC, 202070245 ,2023-10-24 02:13:00,,,100,5,Preparing,Cebu City,1,Weather
S003988,O003988,LBC,TRK59786182,2022-10-20 16:23:00,2022-10-25,2022-11-01,500,2,Returned ,Cebu City,1,Carrier backlog
S003989,O003989,,,2022-01-23 08:53:00,2022-02-02,2022-02-06,100,,Delayed,Davao City,1,Carrier backlog
S003990,O003990, JRS Express,TRK89093802,2022-06-10 12:19:00,2022-06-12,2022-06-14,250,3,Out for Delivery,Quezon City,1,Customer unavailable
S003991,O003991,Ninja Van, 544224919 ,2025-03-11 00:05:00,2025-03-14,2025-03-15,350,2,Returned,Caloocan,2,Carrier backlog
S003992,O003992,J&T Express, 225744405 ,2022-07-20 12:52:00,2022-08-01,2022-08-03,150,20,Out for Delivery,Pasig,1,Warehouse delay
S003993,O003993, DHL ,,2025-04-28 18:35:00,2025-05-06,2025-05-11,350,15,Lost,TAGUIG ,3,Address issue
S003994,O003994,LBC,,2025-07-03 14:26:00,2025-07-07,2025-07-07,80,0.5,Delayed,Caloocan,1,Carrier backlog
S003995,O003995,DHL,TRK45572384,2024-01-31 20:56:00,2024-02-07,,120,3,Preparing,Caloocan,2,Address issue
S003996,O003996, DHL ,,2023-09-29 23:41:00,2023-10-07,2023-10-11,,15,Lost,caloocan,1,Customer unavailable
S003997,O003997,2GO ,TRK74917324,2025-06-01 14:56:00,2025-06-07,2025-06-11,180,0.5,Delayed,Pasig,2,
S003998,O003998,lbc,TRK73976113,2025-06-17 15:10:00,2025-06-28,,120,3,,Quezon City,1,Carrier backlog
S003999,O003999,DHL, 964634886 ,2025-10-09 21:33:00,2025-10-18,2025-10-25,500,0.5,Preparing,Iloilo,,
S004000,O004000,LBC,,2025-06-25 11:08:00,2025-06-30,2025-07-01,120,0.5,Preparing,,,Customer unavailable
S004001,O004001,LBC,TRK70498550,2023-09-28 09:01:00,2023-09-29,2023-09-28,150,15,Delivered, davao city,1,
S004002,O004002,DHL , 112551119 ,2025-08-19 18:34:00,2025-08-29,,250,2,Delayed,Quezon City,2,Carrier backlog
S004003,O004003, JRS Express , 126153249 ,2022-09-01 09:53:00,2022-09-12,2022-09-11,,20,Lost,Taguig,3,Customer unavailable
S004004,O004004,,,2023-02-26 03:56:00,2023-03-06,,120,,Lost,Quezon City,1,Carrier backlog
S004005,O004005,FedEx,TRK26815019,2025-02-06 07:12:00,2025-02-14,,80,0.5,Preparing,Quezon City,1,Warehouse delay
S004006,O004006,FedEx , 812174082 ,2025-05-01 09:35:00,2025-05-07,2025-05-10,180,0.5,Delayed, makati,1,Address issue
S004007,O004007,JRS Express,,2025-04-04 02:21:00,2025-04-08,,150,15,Out for Delivery,Makati,,Warehouse delay
S004008,O004008,DHL,TRK61340970,2025-03-30 18:35:00,2025-04-02,2025-04-04,150,15,Delayed,,3,Weather
S004009,O004009,DHL, 150164947 ,2022-12-10 00:08:00,2022-12-18,2022-12-22,,1,Preparing,Iloilo,1,Weather
S004010,O004010,FedEx,TRK27813039,2022-06-23 10:03:00,2022-07-01,2022-06-29,,3,Preparing,Manila,,Warehouse delay
S004011,O004011,JRS Express,TRK17044155,2023-08-25 02:29:00,2023-08-31,2023-08-29,250,15,Lost,Manila,1,Weather
S004012,O004012,LBC, 316678142 ,2023-10-03 07:11:00,2023-10-11,2023-10-15,150,0.5,LOST ,Manila,3,Warehouse delay
S004013,O004013,LBC,TRK50582069,2023-04-12 15:14:00,2023-04-16,2023-04-19,180,10, Lost ,antipolo ,3,Customer unavailable
S004014,O004014,2GO,TRK51545197,2024-01-24 21:15:00,2024-02-01,2024-02-06,150,2,Preparing, MANILA ,1,Warehouse delay
S004015,O004015,DHL ,TRK73325675,2023-05-03 16:22:00,2023-05-10,2023-05-16,150,5,Delayed,Iloilo,2,Customer unavailable
S004016,O004016,JRS Express,,2024-01-28 16:18:00,2024-02-06,2024-02-13,500,,Delayed,Makati,1,Customer unavailable
S004017,O004017,LBC, 350600888 ,2022-08-12 13:33:00,2022-08-14,2022-08-19,120,15,DELAYED,Caloocan,1,Address issue
S004018,O004018,LBC,TRK79738879,2024-08-01 13:51:00,2024-08-09,2024-08-08,180,10,In Transit,Makati,1,Weather
S004019,O004019, FEDEX,TRK10406404,2024-07-16 23:07:00,2024-07-21,2024-07-25,500,1,Delayed,Taguig,3,Customer unavailable
S004020,O004020,LBC,TRK48198079,2023-03-16 09:01:00,2023-03-26,2023-04-02,250,3,In Transit,Quezon City,,Address issue
S004021,O004021,2GO,,2023-05-09 17:25:00,2023-05-19,2023-05-20,120,2,Lost,Iloilo,1,Warehouse delay
S004022,O004022,LBC,TRK25055812,2025-05-02 21:18:00,2025-05-13,2025-05-12,,20,Delayed,Makati,1,Carrier backlog
S004023,O004023,JRS Express,,2022-12-23 05:29:00,2023-01-02,2023-01-06,250,20,Lost,Caloocan,3,Carrier backlog
S004024,O004024,LBC,,2025-11-04 03:36:00,2025-11-14,2025-11-13,500,3,Out for Delivery,Caloocan,1,Warehouse delay
S004025,O004025,J&T Express,TRK89285594,2022-12-17 16:54:00,2022-12-29,2023-01-01,100,2,Returned,Manila,2,Carrier backlog
S004026,O004026,LBC,TRK35869007,2022-10-14 02:45:00,2022-10-19,2022-10-20,100,1,Preparing,Iloilo,1,Customer unavailable
S004027,O004027,Ninja Van,TRK17383663,2024-07-15 19:03:00,2024-07-23,2024-07-26,180,,Delayed,Caloocan,1,Carrier backlog
S004028,O004028, JRS Express,,2025-08-02 07:25:00,2025-08-14,2025-08-19,80,5,Delivered,Iloilo,1,
S004029,O004029,J&T Express,,2024-07-11 15:57:00,2024-07-17,2024-07-15,120,15,Lost,Cebu City,,Warehouse delay
S004030,O004030,JRS Express, 949430609 ,2024-10-05 00:27:00,2024-10-14,2024-10-14,250,15,Preparing,Taguig,1,Weather
S004031,O004031,LBC,,2023-01-08 00:55:00,2023-01-16,2023-01-21,80,,Delivered,Iloilo,1,Weather
S004032,O004032,JRS Express, 477806519 ,2025-05-09 05:58:00,2025-05-16,2025-05-15,100,1,Returned,Cebu City,1,Address issue
S004033,O004033,J&T Express,TRK92205823,2024-07-18 11:40:00,2024-07-29,2024-08-03,80,3,Out for Delivery,Taguig,2,Carrier backlog
S004034,O004034,DHL, 711520611 ,2024-12-29 00:07:00,2025-01-10,2025-01-10,100,3,Lost,MANILA ,1,Carrier backlog
S004035,O004035,,,2023-11-08 04:08:00,2023-11-16,2023-11-19,350,3,Delayed,Caloocan,1,Customer unavailable
S004036,O004036,FedEx, 851811089 ,2023-02-11 03:22:00,,,180,5,Delivered,Caloocan,2,
S004037,O004037, ninja van,,2025-12-16 02:54:00,2025-12-25,2025-12-31,,,Preparing,Antipolo,,Weather
S004038,O004038, DHL,,2024-03-28 07:22:00,,,250,10,Delivered,Caloocan,3,Weather
S004039,O004039,LBC,,2024-04-05 18:33:00,2024-04-13,2024-04-16,350,3,Delivered, Iloilo,3,Address issue
S004040,O004040,2GO,TRK68851152,2025-03-25 03:51:00,,,250,0.5,In Transit,Taguig,1,Carrier backlog
S004041,O004041,FedEx,,2022-12-13 19:27:00,2022-12-16,2022-12-15,120,2,Lost,Antipolo,3,Carrier backlog
S004042,O004042,DHL, 313458440 ,2022-07-08 10:27:00,2022-07-12,2022-07-14,80,15,Delayed,Manila,1,Weather
S004043,O004043,Ninja Van,,2025-09-12 11:52:00,2025-09-17,2025-09-23,180,10,Lost,Iloilo,1,Carrier backlog
S004044,O004044,J&T Express, 341459344 ,2025-09-01 07:09:00,2025-09-08,2025-09-11,150,2,Out for Delivery,Iloilo,,Warehouse delay
S004045,O004045,2GO,,2022-07-19 11:19:00,2022-07-23,2022-07-28,150,3,Delivered,Manila,3,Weather
S004046,O004046,J&T Express,,2025-07-27 21:46:00,2025-07-28,2025-08-01,350,5,,Antipolo,1,Carrier backlog
S004047,O004047, 2GO ,TRK66813889,2024-03-12 06:44:00,2024-03-21,,120,20,Delivered,Pasig,1,Customer unavailable
S004048,O004048,LBC, 649768410 ,2023-08-08 09:19:00,2023-08-11,2023-08-11,,,Out for Delivery,Makati,3,Warehouse delay
S004049,O004049,FedEx,,2024-06-25 21:27:00,2024-06-30,2024-06-28,,10,Returned,Manila,3,Carrier backlog
S004050,O004050,JRS Express, 956832384 ,2025-02-15 05:39:00,2025-02-23,2025-03-02,,10,Preparing,Makati,1,Carrier backlog
S004051,O004051,2GO , 152591354 ,2023-06-11 14:19:00,2023-06-22,,80,0.5,Preparing,Taguig,1,Warehouse delay
